dataset;seed;C;n_coefs;F;X_valid_bas;X_valid_itr;X_valid_nsv;X_test_bas;X_test_itr;X_test_nsv
pima;15431;0.03125;5;0.726365152157241;0.7325968992248062;233.4;0.6355918732303414;0.7462962962962962;285.0;0.6205211726384365
pima;1718;0.03125;5;0.7240567592312254;0.7302533222591363;285.0;0.6026046064941302;0.737037037037037;349.0;0.5895765472312704
pima;17892;0.03125;5;0.7374875462115373;0.7427104097452936;141.6;0.5627009752785919;0.6792592592592592;172.0;0.5439739413680782
pima;18176;0.03125;5;0.7312366188113767;0.737439091915836;261.4;0.6164414750053815;0.6837037037037037;310.0;0.6009771986970684
pima;19593;0.03125;5;0.7374108761176781;0.7429485049833887;160.6;0.5907986024870431;0.6692592592592592;195.0;0.5700325732899023
pima;19822;0.03125;5;0.7039897687279507;0.7099100221483943;216.6;0.6066737866971337;0.8246296296296296;255.0;0.5863192182410424
pima;23128;0.03125;5;0.730443474366639;0.7363468992248061;213.6;0.6062739059162485;0.6664814814814815;272.0;0.5928338762214984
pima;28922;0.03125;5;0.7281927812073437;0.7340669988925803;232.8;0.5920205984137235;0.732037037037037;286.0;0.5814332247557004
pima;29155;0.03125;5;0.7397877711656253;0.7456866002214839;199.4;0.6135984302816551;0.6699999999999999;246.0;0.5830618892508144
pima;32325;0.03125;5;0.7246721340045502;0.730657530454042;329.2;0.5521177951087047;0.7077777777777778;432.0;0.5374592833876222
pima;3325;0.03125;5;0.7591394462753059;0.7643936877076412;145.6;0.564331959001871;0.6157407407407407;189.0;0.5570032573289903
pima;34488;0.03125;5;0.7346126382016374;0.7413205980066445;346.0;0.6315152418326628;0.7077777777777778;431.0;0.6026058631921825
pima;35634;0.03125;5;0.7282654020406097;0.7347729789590254;471.0;0.5374637789147749;0.7305555555555556;622.0;0.5358306188925082
pima;37134;0.03125;5;0.708894478114908;0.7149100221483943;336.6;0.5517088073121057;0.7327777777777778;698.0;0.5407166123778502
pima;37448;0.03125;5;0.7350404560552705;0.7409343853820598;284.8;0.5655522991075126;0.6935185185185185;315.0;0.5521172638436482
pima;37837;0.03125;5;0.7413441795697642;0.7469449058693244;302.8;0.5195469673637674;0.6885185185185185;261.0;0.48697068403908794
pima;3786;0.03125;5;0.7184998239329138;0.724267718715393;251.8;0.5684085903995497;0.7277777777777779;296.0;0.5602605863192183
pima;38297;0.03125;5;0.7264913849469846;0.732357419712071;420.8;0.4865712913748282;0.7290740740740741;431.0;0.4739413680781759
pima;39750;0.03125;5;0.7326127071364522;0.7390503875968992;284.8;0.6323249383206664;0.685;366.0;0.6140065146579805
pima;41856;0.03125;5;0.7427203816791905;0.7485188261351052;212.4;0.5940489791863295;0.7205555555555556;254.0;0.5830618892508144
pima;42750;0.03125;5;0.7320808292829198;0.737936046511628;237.4;0.5871317867964829;0.7042592592592593;365.0;0.5732899022801303
pima;44271;0.03125;5;0.7358943293225698;0.7415503875968991;162.6;0.6042306227542927;0.7092592592592593;204.0;0.5879478827361564
pima;46810;0.03125;5;0.7322854901091731;0.7379914174972315;296.0;0.5362434388091335;0.7292592592592593;317.0;0.5260586319218241
pima;47079;0.03125;5;0.7152649424715334;0.7210492801771872;218.8;0.5887611146987233;0.747037037037037;305.0;0.5781758957654723
pima;48499;0.03125;5;0.7467530127129255;0.7529748062015504;222.4;0.6404806848475817;0.6714814814814815;247.0;0.6205211726384365
pima;49870;0.03125;5;0.7306172566370569;0.7361890919158361;204.8;0.5704435944563111;0.7085185185185185;242.0;0.5570032573289903
pima;50575;0.03125;5;0.7229014040864715;0.7288552048726468;226.2;0.6054600698756479;0.7277777777777779;276.0;0.5944625407166124
pima;51869;0.03125;5;0.7066288594379662;0.7126315060908084;252.4;0.5969027867468084;0.8125925925925925;281.0;0.5846905537459284
pima;52306;0.03125;5;0.729618742570138;0.7353557585825028;338.8;0.51628334409617;0.722037037037037;692.0;0.498371335504886
pima;54551;0.03125;5;0.7169756119196115;0.7232004429678848;256.8;0.6217425860612986;0.7512962962962964;333.0;0.6074918566775245
pima;57556;0.03125;5;0.7427000568187844;0.7491777408637873;235.0;0.6649040451707979;0.6707407407407407;276.0;0.6449511400651465
pima;57967;0.03125;5;0.7264489465521361;0.7318784606866002;192.4;0.5598554468233073;0.712037037037037;235.0;0.5537459283387622
pima;59520;0.03125;5;0.7252303077119581;0.731061738648948;240.2;0.5826552746179192;0.685;330.0;0.5700325732899023
pima;63495;0.03125;5;0.7213439553992855;0.7277242524916944;242.8;0.6486115940589141;0.7455555555555555;249.0;0.6254071661237784
pima;68043;0.03125;5;0.7415910158928936;0.7470473421926911;202.0;0.5578146473929098;0.6992592592592592;243.0;0.5390879478827362
pima;68520;0.03125;5;0.7455260168327155;0.7515503875968992;259.4;0.5956816187306476;0.6842592592592592;299.0;0.5798045602605864
pima;70134;0.03125;5;0.7304774822955813;0.7364742524916943;197.6;0.6266256023049028;0.7007407407407408;252.0;0.6091205211726385
pima;71476;0.03125;5;0.7454171182780261;0.7510271317829457;294.6;0.5252429917374529;0.727037037037037;304.0;0.50814332247557
pima;71477;0.03125;5;0.7267064339117245;0.7326135105204873;221.0;0.6026112297782855;0.7142592592592593;282.0;0.5863192182410424
